"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"42.71429",57.0526505672815,29.8414025136826,84.2638986208804,15.4366379203184,98.6686632142446
"42.85714",10.7898262099326,-16.5900292174282,38.1696816372934,-31.0840491629527,52.663701582818
"43.00000",98.3252456312055,70.8003220180857,125.850169244325,56.2295076138238,140.420983648587
"43.14286",89.8673917597467,62.2169432341577,117.517840285336,47.5796799551084,132.155103564385
"43.28571",89.4704576710689,61.7115832808222,117.229332061316,47.0169228161257,131.923992526012
"43.42857",78.7213673500342,50.8687824596792,106.573952240389,36.124514652779,121.318220047289
"43.57143",101.344549319686,73.4109322340117,129.278166405361,58.6237685740523,144.06533006532
"43.71429",59.4572122263739,31.2207512367344,87.6936732160133,16.2732716979679,102.64115275478
"43.85714",13.0293818497018,-15.283827663774,41.3425913631775,-30.2719354168941,56.3306991162976
"44.00000",100.41111830769,72.0318817108486,128.79035490453,57.008821331124,143.813415284255
"44.14286",91.8101275173415,63.3734114577425,120.24684357694,48.3199232884379,135.300331746245
"44.28571",91.2798788626823,62.7933980856218,119.766359639743,47.7135660662052,134.846191659159
"44.42857",80.4066222982999,51.877045858467,108.936198738133,36.7744003732362,124.038844223364
"44.57143",102.914158570323,74.3472544664152,131.481062674231,59.224848909439,146.603468231207
"44.71429",60.9191116275412,32.1381218349216,89.7001014201608,16.9023861600976,104.935837094985
"44.85714",14.3909626751631,-14.4293651628625,43.2112905131886,-29.6859251410231,58.4678504913492
"45.00000",101.679264626638,72.8252525152112,130.533276738065,57.5508611598241,145.807668093453
"45.14286",92.9912509998337,64.1077068833233,121.874795116344,48.8176822287814,137.164819770886
"45.28571",92.3799511966467,63.4708162527393,121.289086140554,48.167244632484,136.592657760809
"45.42857",81.4312053820267,52.4998927548605,110.362518009193,37.1845809782572,125.677829785796
"45.57143",103.86843263308,74.917899006455,132.818966259706,59.5924122473624,148.144453018798
"45.71429",61.8079014204968,32.6890187318104,90.9267841091831,17.2744133625121,106.341389478481
"45.85714",15.2187618650304,-13.92297227258,44.3604960026409,-29.3496744682246,59.7871981982855
"46.00000",102.45025851538,73.2891214598295,131.611395570931,57.8521479798687,147.048369050892
"46.14286",93.7093376852929,64.5310263655313,122.887649005055,49.0849613792738,138.333713991312
"46.28571",93.0487612810886,63.8555627611264,122.241959801051,48.4016169671265,137.695905595051
"46.42857",82.0541203282427,52.8480169275397,111.260223728946,37.3872397023312,126.721000954154
"46.57143",104.448601860856,75.2313121137233,133.665891607989,59.7646131944175,149.132590527294
"46.71429",62.3482582298854,32.9876679666593,91.7088484931115,17.4451103364128,107.251406123358
"46.85714",15.7220382669385,-13.6535990553529,45.0976755892299,-29.2041221175131,60.64819865139
